LabID,ScatID,curated_species,common_name,broadtax,broadtax1,genus,family,order,species,host,site,guessed_sp,target,lon,lat,SampleSet
DEB3,D.06.26.23.B3,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,bobcat,No,-120.4737367,34.46763958,GL
DEB3,D.06.26.23.B3,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,bobcat,No,-120.4737367,34.46763958,GL
DEB3,D.06.26.23.B3,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,bobcat,No,-120.4737367,34.46763958,GL
DEB3,D.06.26.23.B3,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,bobcat,No,-120.4737367,34.46763958,GL
DEB3,D.06.26.23.B3,Thomomys bottae,botta's pocket gopher,Small rodent,Small rodent,Thomomys,Geomyidae,Rodentia,bottae,no,Dangermond,bobcat,No,-120.4737367,34.46763958,GL
DEB3,D.06.26.23.B3,Reithrodontomys megalotis,western harvest mouse,Small rodent,Small rodent,Reithrodontomys,Cricetidae,Rodentia,megalotis,no,Dangermond,bobcat,No,-120.4737367,34.46763958,GL
DEB3,D.06.26.23.B3,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4737367,34.46763958,GL
DEB3,D.06.26.23.B3,Reithrodontomys megalotis,western harvest mouse,Small rodent,Small rodent,Reithrodontomys,Cricetidae,Rodentia,megalotis,no,Dangermond,bobcat,No,-120.4737367,34.46763958,GL
DEF1,D.06.26.23.F1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,fox,target,-120.4736763,34.46773826,GL
DEF1,D.06.26.23.F1,Alosa sapidissima,american shad,American shad,American shad,Alosa,Clupeidae,Clupeiformes,sapidissima,no,Dangermond,fox,No,-120.4736763,34.46773826,GL
DEF1,D.06.26.23.F1,Thomomys bottae,botta's pocket gopher,Small rodent,Small rodent,Thomomys,Geomyidae,Rodentia,bottae,no,Dangermond,fox,No,-120.4736763,34.46773826,GL
DEF1,D.06.26.23.F1,Anchoa ischana,sharpnose anchovy,Sharpnose anchovy,Sharpnose anchovy,Anchoa,Engraulidae,Clupeiformes,ischana,no,Dangermond,fox,No,-120.4736763,34.46773826,GL
DEF1,D.06.26.23.F1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,fox,target,-120.4736763,34.46773826,GL
DEP2,D.06.26.23.P2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,puma,target,NA,NA,GL
DEP2,D.06.26.23.P2,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,puma,No,NA,NA,GL
DEP2,D.06.26.23.P2,Reithrodontomys megalotis,western harvest mouse,Small rodent,Small rodent,Reithrodontomys,Cricetidae,Rodentia,megalotis,no,Dangermond,puma,No,NA,NA,GL
DEP2,D.06.26.23.P2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,puma,target,NA,NA,GL
DEP2,D.06.26.23.P2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,puma,target,NA,NA,GL
DFB1,D.06.27.23.B1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4442888,34.4517026,GL
DFB1,D.06.27.23.B1,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,bobcat,No,-120.4442888,34.4517026,GL
DFB1,D.06.27.23.B1,Melanerpes formicivorus,acorn woodpecker,Terrestrial bird,Terrestrial bird,Melanerpes,Picidae,Piciformes,formicivorus,no,Dangermond,bobcat,No,-120.4442888,34.4517026,GL
DFB1,D.06.27.23.B1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4442888,34.4517026,GL
DFB1,D.06.27.23.B1,Dryobates pubescens,downy woodpecker,Terrestrial bird,Terrestrial bird,Dryobates,Picidae,Piciformes,pubescens,no,Dangermond,bobcat,No,-120.4442888,34.4517026,GL
DFB2,D.06.27.23.B2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4401475,34.45193927,GL
DFB2,D.06.27.23.B2,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,bobcat,No,-120.4401475,34.45193927,GL
DFB2,D.06.27.23.B2,Anadara sp,clam,Clam,Inflated ark clam,Anadara,Arcidae,Arcida,NA,no,Dangermond,bobcat,No,-120.4401475,34.45193927,GL
DFB2,D.06.27.23.B2,Anadara sp,clam,Clam,Inflated ark clam,Anadara,Arcidae,Arcida,NA,no,Dangermond,bobcat,No,-120.4401475,34.45193927,GL
DFB2,D.06.27.23.B2,Anadara sp,clam,Clam,Inflated ark clam,Anadara,Arcidae,Arcida,NA,no,Dangermond,bobcat,No,-120.4401475,34.45193927,GL
DFB2,D.06.27.23.B2,Anadara sp,clam,Clam,Inflated ark clam,Anadara,Arcidae,Arcida,NA,no,Dangermond,bobcat,No,-120.4401475,34.45193927,GL
DFB2,D.06.27.23.B2,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4401475,34.45193927,GL
DFB2,D.06.27.23.B2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4401475,34.45193927,GL
DFB2,D.06.27.23.B2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4401475,34.45193927,GL
DFB3,D.06.27.23.B3,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4400732,34.45195087,GL
DFB3,D.06.27.23.B3,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,bobcat,No,-120.4400732,34.45195087,GL
DFB3,D.06.27.23.B3,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,bobcat,No,-120.4400732,34.45195087,GL
DFB3,D.06.27.23.B3,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4400732,34.45195087,GL
DFB3,D.06.27.23.B3,Reithrodontomys megalotis,western harvest mouse,Small rodent,Small rodent,Reithrodontomys,Cricetidae,Rodentia,megalotis,no,Dangermond,bobcat,No,-120.4400732,34.45195087,GL
DFB3,D.06.27.23.B3,Thomomys bottae,botta's pocket gopher,Small rodent,Small rodent,Thomomys,Geomyidae,Rodentia,bottae,no,Dangermond,bobcat,No,-120.4400732,34.45195087,GL
DFB4,D.06.27.23.B4,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4437482,34.45269652,GL
DFB4,D.06.27.23.B4,Microtus californicus,california vole,Small rodent,Small rodent,Microtus,Cricetidae,Rodentia,californicus,no,Dangermond,bobcat,No,-120.4437482,34.45269652,GL
DFB4,D.06.27.23.B4,Microtus californicus,california vole,Small rodent,Small rodent,Microtus,Cricetidae,Rodentia,californicus,no,Dangermond,bobcat,No,-120.4437482,34.45269652,GL
DFB4,D.06.27.23.B4,Microtus californicus,california vole,Small rodent,Small rodent,Microtus,Cricetidae,Rodentia,californicus,no,Dangermond,bobcat,No,-120.4437482,34.45269652,GL
DFB4,D.06.27.23.B4,Microtus californicus,california vole,Small rodent,Small rodent,Microtus,Cricetidae,Rodentia,californicus,no,Dangermond,bobcat,No,-120.4437482,34.45269652,GL
DFB4,D.06.27.23.B4,Microtus californicus,california vole,Small rodent,Small rodent,Microtus,Cricetidae,Rodentia,californicus,no,Dangermond,bobcat,No,-120.4437482,34.45269652,GL
DFB4,D.06.27.23.B4,Microtus californicus,california vole,Small rodent,Small rodent,Microtus,Cricetidae,Rodentia,californicus,no,Dangermond,bobcat,No,-120.4437482,34.45269652,GL
DFB4,D.06.27.23.B4,Odocoileus hemionus,mule deer,Mule deer,Mule deer,Odocoileus,Cervidae,Artiodactyla,hemionus,Mule deer,Dangermond,bobcat,target,-120.4437482,34.45269652,GL
DFB4,D.06.27.23.B4,Microtus californicus,california vole,Small rodent,Small rodent,Microtus,Cricetidae,Rodentia,californicus,no,Dangermond,bobcat,No,-120.4437482,34.45269652,GL
DFB4,D.06.27.23.B4,Odocoileus hemionus,mule deer,Mule deer,Mule deer,Odocoileus,Cervidae,Artiodactyla,hemionus,Mule deer,Dangermond,bobcat,target,-120.4437482,34.45269652,GL
DFB4,D.06.27.23.B4,Thomomys bottae,botta's pocket gopher,Small rodent,Small rodent,Thomomys,Geomyidae,Rodentia,bottae,no,Dangermond,bobcat,No,-120.4437482,34.45269652,GL
DFB4,D.06.27.23.B4,Thomomys bottae,botta's pocket gopher,Small rodent,Small rodent,Thomomys,Geomyidae,Rodentia,bottae,no,Dangermond,bobcat,No,-120.4437482,34.45269652,GL
DFB4,D.06.27.23.B4,Microtus californicus,california vole,Small rodent,Small rodent,Microtus,Cricetidae,Rodentia,californicus,no,Dangermond,bobcat,No,-120.4437482,34.45269652,GL
DFB4,D.06.27.23.B4,Microtus californicus,california vole,Small rodent,Small rodent,Microtus,Cricetidae,Rodentia,californicus,no,Dangermond,bobcat,No,-120.4437482,34.45269652,GL
DFB4,D.06.27.23.B4,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4437482,34.45269652,GL
DFB4,D.06.27.23.B4,Microtus californicus,california vole,Small rodent,Small rodent,Microtus,Cricetidae,Rodentia,californicus,no,Dangermond,bobcat,No,-120.4437482,34.45269652,GL
DFB4,D.06.27.23.B4,Microtus californicus,california vole,Small rodent,Small rodent,Microtus,Cricetidae,Rodentia,californicus,no,Dangermond,bobcat,No,-120.4437482,34.45269652,GL
DFK1,D.06.27.23.UNK1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,bear,target,-120.4402338,34.45192177,GL
DFK1,D.06.27.23.UNK1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,bear,target,-120.4402338,34.45192177,GL
DFU1,D.06.27.23.U1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,bear,target,-120.4404054,34.4519204,GL
DGB1,D.06.28.23.B1,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4445108,34.45937928,GL
DGB1,D.06.28.23.B1,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4445108,34.45937928,GL
DGB1,D.06.28.23.B1,Neotoma sp,woodrat,Small rodent,Small rodent,Neotoma,Cricetidae,Rodentia,NA,no,Dangermond,bobcat,No,-120.4445108,34.45937928,GL
DGB1,D.06.28.23.B1,Neotoma sp,woodrat,Small rodent,Small rodent,Neotoma,Cricetidae,Rodentia,NA,no,Dangermond,bobcat,No,-120.4445108,34.45937928,GL
DGB1,D.06.28.23.B1,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4445108,34.45937928,GL
DGB1,D.06.28.23.B1,Neotoma sp,woodrat,Small rodent,Small rodent,Neotoma,Cricetidae,Rodentia,NA,no,Dangermond,bobcat,No,-120.4445108,34.45937928,GL
DGB10,D.06.28.23.B10,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4454491,34.45875192,GL
DGB10,D.06.28.23.B10,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4454491,34.45875192,GL
DGB10,D.06.28.23.B10,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4454491,34.45875192,GL
DGB2,D.06.28.23.B2,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4445801,34.45982696,GL
DGB2,D.06.28.23.B2,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4445801,34.45982696,GL
DGB2,D.06.28.23.B2,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4445801,34.45982696,GL
DGB3,D.06.28.23.B3,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4575423,34.44520696,GL
DGB3,D.06.28.23.B3,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4575423,34.44520696,GL
DGB3,D.06.28.23.B3,Microtus californicus,california vole,Small rodent,Small rodent,Microtus,Cricetidae,Rodentia,californicus,no,Dangermond,bobcat,No,-120.4575423,34.44520696,GL
DGB3,D.06.28.23.B3,Thomomys bottae,botta's pocket gopher,Small rodent,Small rodent,Thomomys,Geomyidae,Rodentia,bottae,no,Dangermond,bobcat,No,-120.4575423,34.44520696,GL
DGB3,D.06.28.23.B3,Thomomys bottae,botta's pocket gopher,Small rodent,Small rodent,Thomomys,Geomyidae,Rodentia,bottae,no,Dangermond,bobcat,No,-120.4575423,34.44520696,GL
DGB3,D.06.28.23.B3,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4575423,34.44520696,GL
DGB4,D.06.28.23.B4,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4575407,34.44519436,GL
DGB4,D.06.28.23.B4,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4575407,34.44519436,GL
DGB4,D.06.28.23.B4,Microtus californicus,california vole,Small rodent,Small rodent,Microtus,Cricetidae,Rodentia,californicus,no,Dangermond,bobcat,No,-120.4575407,34.44519436,GL
DGB4,D.06.28.23.B4,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4575407,34.44519436,GL
DGB5,D.06.28.23.B5,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4529745,34.44596428,GL
DGB5,D.06.28.23.B5,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4529745,34.44596428,GL
DGB5,D.06.28.23.B5,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4529745,34.44596428,GL
DGB5,D.06.28.23.B5,Mephitis mephitis,striped skunk,Striped skunk,other terrestrial mammal,Mephitis,Mephitidae,Carnivora,mephitis,no,Dangermond,bobcat,No,-120.4529745,34.44596428,GL
DGB5,D.06.28.23.B5,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,bobcat,No,-120.4529745,34.44596428,GL
DGB5,D.06.28.23.B5,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,bobcat,No,-120.4529745,34.44596428,GL
DGB5,D.06.28.23.B5,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,bobcat,No,-120.4529745,34.44596428,GL
DGB5,D.06.28.23.B5,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,bobcat,No,-120.4529745,34.44596428,GL
DGB5,D.06.28.23.B5,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4529745,34.44596428,GL
DGB5,D.06.28.23.B5,Thomomys bottae,botta's pocket gopher,Small rodent,Small rodent,Thomomys,Geomyidae,Rodentia,bottae,no,Dangermond,bobcat,No,-120.4529745,34.44596428,GL
DGB5,D.06.28.23.B5,Pituophis catenifer,gopher snake,Reptile,Reptile/amphibian,Pituophis,Colubridae,Squamata,catenifer,no,Dangermond,bobcat,No,-120.4529745,34.44596428,GL
DGB6,D.06.28.23.B6,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4527053,34.44799712,GL
DGB6,D.06.28.23.B6,Urile penicillatus,brandt's cormorant,Brandt's cormorant,Brandt's cormorant,Urile,Phalacrocoracidae,Suliformes,penicillatus,no,Dangermond,bobcat,No,-120.4527053,34.44799712,GL
DGB6,D.06.28.23.B6,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4527053,34.44799712,GL
DGB6,D.06.28.23.B6,Urile penicillatus,brandt's cormorant,Brandt's cormorant,Brandt's cormorant,Urile,Phalacrocoracidae,Suliformes,penicillatus,no,Dangermond,bobcat,No,-120.4527053,34.44799712,GL
DGB6,D.06.28.23.B6,Urile penicillatus,brandt's cormorant,Brandt's cormorant,Brandt's cormorant,Urile,Phalacrocoracidae,Suliformes,penicillatus,no,Dangermond,bobcat,No,-120.4527053,34.44799712,GL
DGB6,D.06.28.23.B6,Thomomys bottae,botta's pocket gopher,Small rodent,Small rodent,Thomomys,Geomyidae,Rodentia,bottae,no,Dangermond,bobcat,No,-120.4527053,34.44799712,GL
DGB6,D.06.28.23.B6,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4527053,34.44799712,GL
DGB6,D.06.28.23.B6,Thomomys bottae,botta's pocket gopher,Small rodent,Small rodent,Thomomys,Geomyidae,Rodentia,bottae,no,Dangermond,bobcat,No,-120.4527053,34.44799712,GL
DGB6,D.06.28.23.B6,Thomomys bottae,botta's pocket gopher,Small rodent,Small rodent,Thomomys,Geomyidae,Rodentia,bottae,no,Dangermond,bobcat,No,-120.4527053,34.44799712,GL
DGB6,D.06.28.23.B6,Thomomys bottae,botta's pocket gopher,Small rodent,Small rodent,Thomomys,Geomyidae,Rodentia,bottae,no,Dangermond,bobcat,No,-120.4527053,34.44799712,GL
DGB6,D.06.28.23.B6,Thomomys bottae,botta's pocket gopher,Small rodent,Small rodent,Thomomys,Geomyidae,Rodentia,bottae,no,Dangermond,bobcat,No,-120.4527053,34.44799712,GL
DGB7,D.06.28.23.B7,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4447624,34.46042902,GL
DGB7,D.06.28.23.B7,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4447624,34.46042902,GL
DGB7,D.06.28.23.B7,Thomomys bottae,botta's pocket gopher,Small rodent,Small rodent,Thomomys,Geomyidae,Rodentia,bottae,no,Dangermond,bobcat,No,-120.4447624,34.46042902,GL
DGB7,D.06.28.23.B7,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4447624,34.46042902,GL
DGB7,D.06.28.23.B7,Thomomys bottae,botta's pocket gopher,Small rodent,Small rodent,Thomomys,Geomyidae,Rodentia,bottae,no,Dangermond,bobcat,No,-120.4447624,34.46042902,GL
DGB7,D.06.28.23.B7,Dipodomys heermanni,heerman's kangaroo rat,Terrestrial insect,Terrestrial insect,Dipodomys,Heteromyidae,Rodentia,heermanni,no,Dangermond,bobcat,No,-120.4447624,34.46042902,GL
DGB7,D.06.28.23.B7,Thomomys bottae,botta's pocket gopher,Small rodent,Small rodent,Thomomys,Geomyidae,Rodentia,bottae,no,Dangermond,bobcat,No,-120.4447624,34.46042902,GL
DGB8,D.06.28.23.B8,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4447837,34.46048558,GL
DGB8,D.06.28.23.B8,Odocoileus hemionus,mule deer,Mule deer,Mule deer,Odocoileus,Cervidae,Artiodactyla,hemionus,Mule deer,Dangermond,bobcat,target,-120.4447837,34.46048558,GL
DGB8,D.06.28.23.B8,Odocoileus hemionus,mule deer,Mule deer,Mule deer,Odocoileus,Cervidae,Artiodactyla,hemionus,Mule deer,Dangermond,bobcat,target,-120.4447837,34.46048558,GL
DGB8,D.06.28.23.B8,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4447837,34.46048558,GL
DGB9,D.06.28.23.B9,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4458635,34.4622638,GL
DGB9,D.06.28.23.B9,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4458635,34.4622638,GL
DGB9,D.06.28.23.B9,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4458635,34.4622638,GL
DGC1,D.06.28.23.C1,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,coyote,target,-120.4445953,34.45857941,GL
DGC1,D.06.28.23.C1,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,coyote,target,-120.4445953,34.45857941,GL
DGC1,D.06.28.23.C1,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,coyote,target,-120.4445953,34.45857941,GL
DGC10,D.06.28.23.C10,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,coyote,target,-120.4462924,34.4630422,GL
DGC10,D.06.28.23.C10,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,coyote,target,-120.4462924,34.4630422,GL
DGC10,D.06.28.23.C10,Microtus californicus,california vole,Small rodent,Small rodent,Microtus,Cricetidae,Rodentia,californicus,no,Dangermond,coyote,No,-120.4462924,34.4630422,GL
DGC10,D.06.28.23.C10,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,coyote,target,-120.4462924,34.4630422,GL
DGC11,D.06.28.23.C11,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.4462533,34.46301979,GL
DGC11,D.06.28.23.C11,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.4462533,34.46301979,GL
DGC11,D.06.28.23.C11,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,coyote,No,-120.4462533,34.46301979,GL
DGC11,D.06.28.23.C11,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.4462533,34.46301979,GL
DGC11,D.06.28.23.C11,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.4462533,34.46301979,GL
DGC12,D.06.28.23.C12,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,coyote,target,-120.4457637,34.46143659,GL
DGC12,D.06.28.23.C12,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,coyote,target,-120.4457637,34.46143659,GL
DGC12,D.06.28.23.C12,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,coyote,target,-120.4457637,34.46143659,GL
DGC2,D.06.28.23.C2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.4446619,34.46002627,GL
DGC2,D.06.28.23.C2,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,coyote,No,-120.4446619,34.46002627,GL
DGC2,D.06.28.23.C2,Sylvilagus bachmani,brush rabbit,Brush rabbit,Brush rabbit,Sylvilagus,Leporidae,Lagomorpha,bachmani,no,Dangermond,coyote,No,-120.4446619,34.46002627,GL
DGC2,D.06.28.23.C2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.4446619,34.46002627,GL
DGC2,D.06.28.23.C2,Reithrodontomys megalotis,western harvest mouse,Small rodent,Small rodent,Reithrodontomys,Cricetidae,Rodentia,megalotis,no,Dangermond,coyote,No,-120.4446619,34.46002627,GL
DGC2,D.06.28.23.C2,Sylvilagus bachmani,brush rabbit,Brush rabbit,Brush rabbit,Sylvilagus,Leporidae,Lagomorpha,bachmani,no,Dangermond,coyote,No,-120.4446619,34.46002627,GL
DGC2,D.06.28.23.C2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.4446619,34.46002627,GL
DGC3,D.06.28.23.C3,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.4526182,34.4427455,GL
DGC3,D.06.28.23.C3,Urile penicillatus,brandt's cormorant,Brandt's cormorant,Brandt's cormorant,Urile,Phalacrocoracidae,Suliformes,penicillatus,no,Dangermond,coyote,No,-120.4526182,34.4427455,GL
DGC3,D.06.28.23.C3,Plestiodon skiltonianus,skilton's skink,Gilbert's skink,Reptile/amphibian,Plestiodon,Scincidae,Squamata,skiltonianus,no,Dangermond,coyote,No,-120.4526182,34.4427455,GL
DGC3,D.06.28.23.C3,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.4526182,34.4427455,GL
DGC3,D.06.28.23.C3,Plestiodon skiltonianus,skilton's skink,Reptile,Reptile/amphibian,Plestiodon,Scincidae,Squamata,skiltonianus,no,Dangermond,coyote,No,-120.4526182,34.4427455,GL
